-30.0,95.4449999999999
-30.0,95.4549999999999
-29.99,95.4599999999999
-29.98,95.4549999999999
-29.975,95.4449999999999
-29.97,95.4549999999999
-29.96,95.4599999999999
-29.95,95.4549999999999
-29.95,95.4449999999999
-29.96,95.4399999999999
-29.99,95.5399999999999
-30.0,95.5449999999999
-30.0,95.5549999999999
-29.99,95.5599999999999
-29.98,95.5549999999999
-29.975,95.5449999999999
-29.97,95.5549999999999
-29.96,95.5599999999999
-29.95,95.5549999999999
-29.95,95.5449999999999
-29.96,95.5399999999999
-30.0,95.6399999999999
-30.0,95.6499999999999
-29.99,95.6599999999999
-29.99,95.6399999999999
-29.98,95.6399999999999
-29.98,95.6599999999999
-29.97,95.6399999999999
-29.96,95.6399999999999
-29.96,95.6499999999999
-29.97,95.6599999999999
-29.997,95.6549999999999
-29.963,95.6549999999999
-30.0,95.7399999999999
-30.0,95.7499999999999
-30.0,95.7599999999999
-29.99,95.7399999999999
-29.98,95.7399999999999
-29.98,95.7449999999999
-29.98,95.7499999999999
-29.97,95.7399999999999
-29.96,95.7399999999999
-29.96,95.7499999999999
-29.96,95.7599999999999
-29.99,95.8429999999999
-30.0,95.8399999999999
-29.975,95.8499999999999
-29.968,95.8549999999999
-29.96,95.8599999999999
-29.95,95.8599999999999
-29.95,95.8499999999999
-29.95,95.8399999999999
-29.982,95.8449999999999
-29.99,95.9399999999999
-30.0,95.9449999999999
-30.0,95.9549999999999
-29.99,95.9599999999999
-29.98,95.9599999999999
-29.97,95.9399999999999
-29.96,95.9599999999999
-29.95,95.9549999999999
-29.95,95.9449999999999
-29.96,95.9399999999999
-29.972,95.9499999999999
-29.97,95.9599999999999
-29.99,96.0399999999999
-30.0,96.0449999999999
-30.0,96.0549999999999
-29.99,96.0599999999999
-29.98,96.0549999999999
-29.975,96.0449999999999
-29.97,96.0549999999999
-29.96,96.0599999999999
-29.95,96.0549999999999
-29.95,96.0449999999999
-29.96,96.0399999999999
-29.99,96.1399999999999
-30.0,96.1449999999999
-30.0,96.1549999999999
-29.99,96.1599999999999
-29.98,96.1599999999999
-29.98,96.1399999999999
-29.96,96.1599999999999
-29.95,96.1549999999999
-29.95,96.1449999999999
-29.96,96.1399999999999
-29.97,96.1599999999999
-29.97,96.1399999999999
-30.0,96.2399999999999
-30.0,96.2499999999999
-29.99,96.2549999999999
-29.98,96.2599999999999
-29.96,96.2399999999999
-29.96,96.2499999999999
-29.97,96.2549999999999
-29.997,96.2549999999999
-29.963,96.2549999999999
-29.977,96.2569999999999
-29.983,96.2569999999999
